ACCOUNTNO,SUBNAME,SITUS,AYB,PRIMARYIMP,EXT CONDITION,INT CONDITION,TAXYEAR,SumOfRAWASSESSEDVALUE,SumOfACTUALVALUE,ATTRIBUTETYPE,ATTRIBUTESUBTYPE
R001308,WEST GUNNISON,"214 N 12TH ST, GUNNISON, CO 81230",2001,1,Average,,2025,44870,718020,VIEWS,TYPICAL OR AVERAGE
R001309,WEST GUNNISON,"210 N 12TH ST, GUNNISON, CO 81230",1885,1,Good,,2025,41890,670330,VIEWS,TYPICAL OR AVERAGE
R001310,WEST GUNNISON,"204 N 12TH ST, GUNNISON, CO 81230",1971,1,Average,,2025,28770,460250,VIEWS,TYPICAL OR AVERAGE
R001311,WEST GUNNISON,"612 W VIRGINIA AVE, GUNNISON, CO 81230",1920,1,Average,,2025,29910,478590,VIEWS,TYPICAL OR AVERAGE
R001312,WEST GUNNISON,"608 W VIRGINIA AVE, GUNNISON, CO 81230",1898,1,Average,,2025,40150,642400,VIEWS,TYPICAL OR AVERAGE
R001314,WEST GUNNISON,"201 N BOULEVARD ST, GUNNISON, CO 81230",1957,1,Average,,2025,30320,485030,VIEWS,TYPICAL OR AVERAGE
R001316,WEST GUNNISON,"219 N 12TH ST, GUNNISON, CO 81230",1883,1,Average,,2025,47480,759620,VIEWS,TYPICAL OR AVERAGE
R001317,WEST GUNNISON,"714 W VIRGINIA AVE, GUNNISON, CO 81230",1957,1,Average,,2025,28480,455680,VIEWS,TYPICAL OR AVERAGE
R001318,WEST GUNNISON,"710 W VIRGINIA AVE, GUNNISON, CO 81230",1890,1,Average,,2025,32820,525070,VIEWS,TYPICAL OR AVERAGE
R001320,WEST GUNNISON,"211 N 12TH ST, GUNNISON, CO 81230",1890,1,Average,,2025,72880,1166080,VIEWS,TYPICAL OR AVERAGE
R001321,WEST GUNNISON,"215 N 12TH ST, GUNNISON, CO 81230",1964,1,Good,,2025,48340,773530,VIEWS,TYPICAL OR AVERAGE
R001322,WEST GUNNISON,"715 W GEORGIA AVE, GUNNISON, CO 81230",1974,1,Average,,2025,123960,1983260,VIEWS,TYPICAL OR AVERAGE
R001326,WEST GUNNISON,"112 N 11TH ST, GUNNISON, CO 81230",1882,1,Below Average,,2025,26410,422650,VIEWS,TYPICAL OR AVERAGE
R001329,WEST GUNNISON,"111 N 12TH ST, GUNNISON, CO 81230",1885,1,Average,,2025,40620,649960,VIEWS,TYPICAL OR AVERAGE
R001331,LOWE SUBDIVISION,"123 N BOULEVARD ST, GUNNISON, CO 81230",1881,1,Average,,2025,35100,561710,VIEWS,TYPICAL OR AVERAGE
R001332,WEST GUNNISON,"618 W TOMICHI AVE, GUNNISON, CO",1920,1,Average,,2025,80210,432540,VIEWS,TYPICAL OR AVERAGE
R001333,WEST GUNNISON,"610 W TOMICHI AVE, GUNNISON, CO 81230",1913,1,Average,,2025,62930,549050,VIEWS,TYPICAL OR AVERAGE
R001334,WEST GUNNISON,"608 W TOMICHI AVE, GUNNISON, CO",1894,1,Below Average,,2025,42490,157360,VIEWS,TYPICAL OR AVERAGE
R001335,WEST GUNNISON,"109 N BOULEVARD ST, GUNNISON, CO 81230",1951,1,Average,,2025,38810,620930,VIEWS,TYPICAL OR AVERAGE
R001336,WEST GUNNISON,"600 W TOMICHI AVE, GUNNISON, CO 81230",1906,1,Average,,2025,74320,275260,VIEWS,TYPICAL OR AVERAGE
R001341,WEST GUNNISON,"611 W VIRGINIA AVE, GUNNISON, CO 81230",1883,1,Average,,2025,27520,440290,VIEWS,TYPICAL OR AVERAGE
R001343,WEST GUNNISON,"119 N 14TH ST, GUNNISON, CO 81230",1935,1,Average,,2025,23360,373630,VIEWS,LIMITED OR BELOW AVERAGE
R001344,WEST GUNNISON,"120 N BOULEVARD ST, GUNNISON, CO 81230",1975,1,Average,,2025,115610,428190,VIEWS,TYPICAL OR AVERAGE
R001347,WEST GUNNISON,"508 W TOMICHI AVE, GUNNISON, CO",1957,1,Average,,2025,148450,549810,VIEWS,TYPICAL OR AVERAGE
R001348,WEST GUNNISON,"115 N 14TH ST, GUNNISON, CO 81230",2000,1,Average,,2025,128620,636400,VIEWS,TYPICAL OR AVERAGE
R001349,WEST GUNNISON,"412 W TOMICHI AVE, GUNNISON, CO 81230",1967,1,Minimum,,2025,305740,1132370,VIEWS,TYPICAL OR AVERAGE
R001433,WEST GUNNISON,"401 N 12TH ST, GUNNISON, CO 81230",1947,1,Average,,2025,39150,626360,VIEWS,TYPICAL OR AVERAGE
R001452,MOUNTAIN VIEW ADDITION 1,"215 W SPENCER AVE, GUNNISON, CO 81230",1975,1,Average,,2025,32250,515940,VIEWS,TYPICAL OR AVERAGE
R001453,MOUNTAIN VIEW ADDITION 1,"914 N PINE ST, GUNNISON, CO",1977,1,Very Good,,2025,50220,803400,VIEWS,TYPICAL OR AVERAGE
R001454,MOUNTAIN VIEW ADDITION 1,"912 N PINE ST, GUNNISON, CO 81230",1976,1,Average,,2025,39540,632510,VIEWS,TYPICAL OR AVERAGE
R001455,MOUNTAIN VIEW ADDITION 1,"214 W ELIZABETH AVE, GUNNISON, CO 81230",1979,1,Average,,2025,36140,578200,VIEWS,TYPICAL OR AVERAGE
R001456,OXBOW NORTH SUBDIVISION,"911 N MAIN ST, GUNNISON, CO",2000,1,Average,,2025,1329610,4924480,VIEWS,TYPICAL OR AVERAGE
R001460,MOUNTAIN VIEW ADDITION 1,"914 N SPRUCE ST, GUNNISON, CO 81230",1973,1,Average,,2025,32480,519610,VIEWS,TYPICAL OR AVERAGE
R001465,MOUNTAIN VIEW ADDITION 1,"904 N SPRUCE ST, GUNNISON, CO 81230",1972,1,Average,,2025,41460,663390,VIEWS,TYPICAL OR AVERAGE
R001467,MOUNTAIN VIEW ADDITION 1,"901 N PINE ST, GUNNISON, CO 81230",1971,1,Average,,2025,38180,610860,VIEWS,TYPICAL OR AVERAGE
R001468,MOUNTAIN VIEW ADDITION 1,"903 N PINE ST, GUNNISON, CO 81230",1975,1,Average,,2025,32100,513530,VIEWS,TYPICAL OR AVERAGE
R001469,MOUNTAIN VIEW ADDITION 1,"905 N PINE ST, GUNNISON, CO 81230",1974,1,Average,,2025,45180,722890,VIEWS,TYPICAL OR AVERAGE
R001471,MOUNTAIN VIEW ADDITION 1,"911 N PINE ST, GUNNISON, CO 81230",1975,1,Average,,2025,40560,648960,VIEWS,TYPICAL OR AVERAGE
R001472,MOUNTAIN VIEW ADDITION 1,"913 N PINE ST, GUNNISON, CO 81230",1976,1,Average,,2025,37890,606160,VIEWS,TYPICAL OR AVERAGE
R001475,MOUNTAIN VIEW ADDITION 1,"903 N SPRUCE ST, GUNNISON, CO 81230",1977,1,Average,,2025,38100,609540,VIEWS,TYPICAL OR AVERAGE
R001476,MOUNTAIN VIEW ADDITION 1,"901 N SPRUCE ST, GUNNISON, CO 81230",1978,1,Average,,2025,47250,756020,VIEWS,TYPICAL OR AVERAGE
R001477,MOUNTAIN VIEW ADDITION 1,"907 N SPRUCE ST, GUNNISON, CO 81230",1920,1,Good,,2025,41600,665690,VIEWS,TYPICAL OR AVERAGE
R001478,MOUNTAIN VIEW ADDITION 1,"909 N SPRUCE ST, GUNNISON, CO 81230",1999,1,Average,,2025,40840,653350,VIEWS,TYPICAL OR AVERAGE
R001480,MOUNTAIN VIEW ADDITION 1,"917 N SPRUCE ST, GUNNISON, CO 81230",1914,1,Average,,2025,39760,636200,VIEWS,TYPICAL OR AVERAGE
R001495,MOUNTAIN VIEW ADDITION 1,"720 N SPRUCE ST, GUNNISON, CO 81230",1972,1,Good,,2025,50250,803990,VIEWS,TYPICAL OR AVERAGE
R001497,MOUNTAIN VIEW ADDITION 1,"723 N PINE ST, GUNNISON, CO",2017,1,Excellent,,2025,58180,930910,VIEWS,TYPICAL OR AVERAGE
R001502,MOUNTAIN VIEW ADDITION 1,"905 N MAIN ST, GUNNISON, CO 81230",1972,1,Below Average,,2025,237010,877830,VIEWS,TYPICAL OR AVERAGE
R001503,MOUNTAIN VIEW ADDITION 1,"909 N WISCONSIN ST, GUNNISON, CO 81230",1972,1,Average,,2025,195700,724790,VIEWS,TYPICAL OR AVERAGE
R001508,MOUNTAIN VIEW ADDITION 1,"901 N MAIN ST, GUNNISON, CO 81230",1975,1,Average,Average,2025,294810,1091870,VIEWS,TYPICAL OR AVERAGE
R001510,MOUNTAIN VIEW ADDITION 1,"215 W ELIZABETH AVE, GUNNISON, CO 81230",1977,1,Average,,2025,34620,553940,VIEWS,TYPICAL OR AVERAGE
R001511,MOUNTAIN VIEW ADDITION 1,"904 N PINE ST, GUNNISON, CO 81230",1976,1,Average,,2025,36560,584900,VIEWS,TYPICAL OR AVERAGE
R001514,MOUNTAIN VIEW ADDITION 1,"804 N PINE ST, GUNNISON, CO 81230",1977,1,Average,,2025,38640,618250,VIEWS,TYPICAL OR AVERAGE
R001516,MOUNTAIN VIEW ADDITION 1,"800 N PINE ST, GUNNISON, CO 81230",1975,1,Average,,2025,41510,664090,VIEWS,SCENIC OR ABOVE AVERAGE
R001521,MOUNTAIN VIEW ADDITION 1,"811 N MAIN ST, GUNNISON, CO 81230",1993,1,Average,,2025,240710,891540,VIEWS,TYPICAL OR AVERAGE
R001522,MOUNTAIN VIEW ADDITION 1,"821 N MAIN ST, GUNNISON, CO",1995,1,Average,,2025,340020,1259320,VIEWS,TYPICAL OR AVERAGE
R001523,MOUNTAIN VIEW ADDITION 1,"827 N MAIN ST, GUNNISON, CO 81230",1995,1,Average,,2025,82020,303760,VIEWS,TYPICAL OR AVERAGE
R001525,FIRST ADDITION (GUNNISON),"401 N COLORADO ST, GUNNISON, CO 81230",1911,1,Average,,2025,45200,723090,VIEWS,TYPICAL OR AVERAGE
R001526,FIRST ADDITION (GUNNISON),"308 E OHIO AVE, GUNNISON, CO 81230",1973,1,Average,,2025,38680,618850,VIEWS,TYPICAL OR AVERAGE
R001527,FIRST ADDITION (GUNNISON),"302 E OHIO AVE, GUNNISON, CO 81230",1932,1,Average,,2025,37460,599320,VIEWS,TYPICAL OR AVERAGE
R001528,FIRST ADDITION (GUNNISON),"401 N TAYLOR ST, GUNNISON, CO 81230",1881,1,Average,,2025,37190,595090,VIEWS,TYPICAL OR AVERAGE
R001529,FIRST ADDITION (GUNNISON),"404 N IOWA ST, GUNNISON, CO 81230",2016,1,Average,,2025,17510,280130,VIEWS,TYPICAL OR AVERAGE
R001530,FIRST ADDITION (GUNNISON),"401 N IOWA ST, GUNNISON, CO 81230",1900,1,Below Average,,2025,28060,449060,VIEWS,TYPICAL OR AVERAGE
R001531,FIRST ADDITION (GUNNISON),"400 N MAIN ST, GUNNISON, CO",1917,1,Average,,2025,114770,425070,VIEWS,TYPICAL OR AVERAGE
R001532,GUNNISON ORIGINAL,"321 N IOWA ST, GUNNISON, CO 81230",1882,1,Average,,2025,35370,565880,VIEWS,TYPICAL OR AVERAGE
R001533,GUNNISON ORIGINAL,"322 N MAIN ST, GUNNISON, CO 81230",1912,1,Average,,2025,105980,644090,VIEWS,TYPICAL OR AVERAGE
R001537,GUNNISON ORIGINAL,"309 N IOWA ST, GUNNISON, CO 81230",1903,1,Average,,2025,45010,720220,VIEWS,TYPICAL OR AVERAGE
R001539,GUNNISON ORIGINAL,"310 N MAIN ST, GUNNISON, CO 81230",1884,1,Average,,2025,65670,243230,VIEWS,TYPICAL OR AVERAGE
R001542,GUNNISON ORIGINAL,"322 N IOWA ST, GUNNISON, CO 81230",1940,1,Average,,2025,59130,946080,VIEWS,TYPICAL OR AVERAGE
R001544,GUNNISON ORIGINAL,"214 E GEORGIA AVE, GUNNISON, CO 81230",1882,1,Average,,2025,54350,869470,VIEWS,TYPICAL OR AVERAGE
R001546,GUNNISON ORIGINAL,"321 N COLORADO ST, GUNNISON, CO 81230",1913,1,Average,,2025,48500,775990,VIEWS,TYPICAL OR AVERAGE
R001548,GUNNISON ORIGINAL,"316 N TAYLOR ST, GUNNISON, CO 81230",1889,1,Average,,2025,59390,950330,VIEWS,TYPICAL OR AVERAGE
R001550,GUNNISON ORIGINAL,"304 N TAYLOR ST, GUNNISON, CO 81230",1901,1,Minimum,,2025,40950,655310,VIEWS,TYPICAL OR AVERAGE
R001551,GUNNISON ORIGINAL,"305 N COLORADO ST, GUNNISON, CO 81230",2005,1,Average,,2025,61440,983100,VIEWS,TYPICAL OR AVERAGE
R001555,GUNNISON ORIGINAL,"411 E GEORGIA AVE, GUNNISON, CO 81230",1914,1,Average,,2025,25880,414040,VIEWS,TYPICAL OR AVERAGE
R001556,GUNNISON ORIGINAL,"216 N COLORADO ST, GUNNISON, CO",1965,1,Average,,2025,408570,1513230,VIEWS,TYPICAL OR AVERAGE
R001560,GUNNISON ORIGINAL,"415 E GEORGIA AVE, GUNNISON, CO 81230",1914,1,Average,,2025,25330,405280,VIEWS,TYPICAL OR AVERAGE
R001562,GUNNISON ORIGINAL,"319 E GEORGIA AVE, GUNNISON, CO 81230",1882,1,Below Average,,2025,25250,404100,VIEWS,TYPICAL OR AVERAGE
R001564,GUNNISON ORIGINAL,"216 N TAYLOR ST, GUNNISON, CO 81230",1885,1,Average,,2025,50590,809500,VIEWS,TYPICAL OR AVERAGE
R001570,GUNNISON ORIGINAL,"209 N COLORADO ST, GUNNISON, CO 81230",1882,1,Average,,2025,39390,630250,VIEWS,TYPICAL OR AVERAGE
R001571,GUNNISON ORIGINAL,"215 N COLORADO ST, GUNNISON, CO 81230",1882,1,Average,,2025,34490,551880,VIEWS,TYPICAL OR AVERAGE
R001574,GUNNISON ORIGINAL,"113 E GEORGIA AVE, GUNNISON, CO 81230",1881,1,Average,,2025,44020,374070,VIEWS,TYPICAL OR AVERAGE
R001577,GUNNISON ORIGINAL,"212 N MAIN ST, GUNNISON, CO 81230",1934,1,Average,,2025,46440,574120,VIEWS,TYPICAL OR AVERAGE
R001582,GUNNISON ORIGINAL,"211 N IOWA ST, GUNNISON, CO 81230",1957,1,Average,,2025,65970,519090,VIEWS,LIMITED OR BELOW AVERAGE
R001587,GUNNISON ORIGINAL,"222 N MAIN ST, GUNNISON, CO 81230",1891,1,Average,Average,2025,81620,424540,VIEWS,TYPICAL OR AVERAGE
R001591,GUNNISON ORIGINAL,"138 N MAIN ST, GUNNISON, CO 81230",1950,1,Average,,2025,66070,244700,VIEWS,TYPICAL OR AVERAGE
R001595,GUNNISON ORIGINAL,"124 N MAIN ST, GUNNISON, CO 81230",1881,1,Average,Average,2025,85020,314900,VIEWS,TYPICAL OR AVERAGE
R001596,GUNNISON ORIGINAL,"120 N MAIN ST, GUNNISON, CO 81230",1955,1,Average,,2025,79240,293460,VIEWS,TYPICAL OR AVERAGE
R001603,GUNNISON ORIGINAL,"121 N TAYLOR ST, GUNNISON, CO 81230",2017,1,Average,,2025,62980,1007700,VIEWS,TYPICAL OR AVERAGE
R001607,GUNNISON ORIGINAL,"212 E TOMICHI AVE, GUNNISON, CO 81230",1949,1,Average,,2025,310930,1382020,VIEWS,TYPICAL OR AVERAGE
R001608,GUNNISON ORIGINAL,"117 N TAYLOR ST, GUNNISON, CO 81230",1951,1,Below Average,,2025,60340,965430,VIEWS,TYPICAL OR AVERAGE
R001609,GUNNISON ORIGINAL,"121 N COLORADO ST, GUNNISON, CO 81230",2017,1,Excellent,,2025,59020,944360,VIEWS,TYPICAL OR AVERAGE
R001612,GUNNISON ORIGINAL,"312 E TOMICHI AVE, GUNNISON, CO 81230",1888,1,Below Average,,2025,227180,977290,VIEWS,TYPICAL OR AVERAGE
R001613,GUNNISON ORIGINAL,"117 N COLORADO ST, GUNNISON, CO 81230",1903,1,Average,,2025,34540,552740,VIEWS,TYPICAL OR AVERAGE
R001615,GUNNISON ORIGINAL,"116 N TAYLOR ST, GUNNISON, CO 81230",2020,1,Average,,2025,91000,594520,VIEWS,TYPICAL OR AVERAGE
R001617,GUNNISON ORIGINAL,"400 E TOMICHI AVE, GUNNISON, CO 81230",1957,1,Average,,2025,1005560,3724280,VIEWS,TYPICAL OR AVERAGE
R001618,"BOUTCHER'S ADDN (GUNNISON), GUNNISON ORIGINAL","412 E TOMICHI AVE, GUNNISON, CO 81230",1950,1,Average,,2025,77450,1239140,VIEWS,TYPICAL OR AVERAGE
R001620,FIRST ADDITION (GUNNISON),"401 N MAIN ST, GUNNISON, CO 81230",1915,1,Average,,2025,55330,885180,VIEWS,TYPICAL OR AVERAGE
R001622,FIRST ADDITION (GUNNISON),"401 N WISCONSIN ST, GUNNISON, CO 81230",1880,1,Average,,2025,46900,750400,VIEWS,TYPICAL OR AVERAGE
R001626,FIRST ADDITION (GUNNISON),"402 W OHIO AVE, GUNNISON, CO 81230",1918,1,Average,,2025,37340,597470,VIEWS,TYPICAL OR AVERAGE
R001629,GUNNISON ORIGINAL,"317 N PINE ST, GUNNISON, CO 81230",1882,1,Good,,2025,56130,898040,VIEWS,TYPICAL OR AVERAGE
R001632,GUNNISON ORIGINAL,"316 W GEORGIA AVE, GUNNISON, CO 81230",1881,1,Average,,2025,33110,529730,VIEWS,TYPICAL OR AVERAGE
R001633,GUNNISON ORIGINAL,"303 N PINE ST, GUNNISON, CO 81230",1920,1,Good,,2025,61600,985660,VIEWS,TYPICAL OR AVERAGE
R001634,GUNNISON ORIGINAL,"313 N PINE ST, GUNNISON, CO 81230",1921,1,Average,,2025,58370,934020,VIEWS,TYPICAL OR AVERAGE
R001635,GUNNISON ORIGINAL,"312 N SPRUCE ST, GUNNISON, CO 81230",1958,1,Average,,2025,24570,393200,VIEWS,TYPICAL OR AVERAGE
R001637,GUNNISON ORIGINAL,"316 N PINE ST, GUNNISON, CO 81230",1954,1,Good,,2025,48170,770770,VIEWS,TYPICAL OR AVERAGE
R001643,GUNNISON ORIGINAL,"317 N WISCONSIN ST, GUNNISON, CO 81230",1996,1,Average,,2025,38680,618870,VIEWS,TYPICAL OR AVERAGE
R001645,GUNNISON ORIGINAL,"318 N PINE ST, GUNNISON, CO 81230",2010,1,Good,,2025,53380,854130,VIEWS,TYPICAL OR AVERAGE
R001649,GUNNISON ORIGINAL,"316 N WISCONSIN ST, GUNNISON, CO 81230",1900,1,Below Average,,2025,23380,374180,VIEWS,TYPICAL OR AVERAGE
R001652,GUNNISON ORIGINAL,"303 N MAIN ST, GUNNISON, CO",1998,1,Average,,2025,173890,644050,VIEWS,TYPICAL OR AVERAGE
R001653,GUNNISON ORIGINAL,"307 N MAIN ST, GUNNISON, CO 81230",1975,1,Average,,2025,265930,984930,VIEWS,TYPICAL OR AVERAGE
R001655,GUNNISON ORIGINAL,"243 N MAIN ST, GUNNISON, CO 81230",1976,1,Average,,2025,75770,280640,VIEWS,TYPICAL OR AVERAGE
R001659,GUNNISON ORIGINAL,"201 N MAIN ST, GUNNISON, CO 81230",1964,1,Average,,2025,359050,1329810,VIEWS,TYPICAL OR AVERAGE
R001664,GUNNISON ORIGINAL,"237 N MAIN ST, GUNNISON, CO 81230",1924,1,Average,,2025,84880,314360,VIEWS,TYPICAL OR AVERAGE
R001665,GUNNISON ORIGINAL,"241 N MAIN ST, GUNNISON, CO",1965,1,Average,,2025,62090,229950,VIEWS,TYPICAL OR AVERAGE
R001669,GUNNISON ORIGINAL,"200 N SPRUCE ST, GUNNISON, CO 81230",1975,1,Average,,2025,235850,873510,VIEWS,TYPICAL OR AVERAGE
R001671,GUNNISON ORIGINAL,"400 W TOMICHI AVE, GUNNISON, CO 81230",1958,1,Below Average,,2025,308010,1140800,VIEWS,TYPICAL OR AVERAGE
R001674,GUNNISON ORIGINAL,"317 W VIRGINIA AVE, GUNNISON, CO 81230",1920,1,Average,,2025,83270,538820,VIEWS,TYPICAL OR AVERAGE
R001675,GUNNISON ORIGINAL,"310 W TOMICHI AVE, GUNNISON, CO 81230",1997,1,Average,,2025,229940,851640,VIEWS,TYPICAL OR AVERAGE
R001680,GUNNISON ORIGINAL,"232 W TOMICHI AVE, GUNNISON, CO 81230",1981,1,Good,,2025,864860,3203180,VIEWS,TYPICAL OR AVERAGE
R001681,GUNNISON ORIGINAL,"147 N MAIN ST, GUNNISON, CO 81230",1901,1,Average,,2025,170630,631960,VIEWS,TYPICAL OR AVERAGE
R001684,GUNNISON ORIGINAL,"136 W TOMICHI AVE, GUNNISON, CO 81230",1880,1,Below Average,,2025,237850,1479530,VIEWS,TYPICAL OR AVERAGE
R001693,GUNNISON ORIGINAL,"135 N MAIN ST, GUNNISON, CO 81230",1901,1,Average,,2025,83370,308800,VIEWS,TYPICAL OR AVERAGE
R001699,FIRST ADDITION (GUNNISON),"707 N IOWA ST, GUNNISON, CO 81230",2021,1,Average,,2025,296310,1097460,VIEWS,TYPICAL OR AVERAGE
R001700,FIRST ADDITION (GUNNISON),"700 N MAIN ST, GUNNISON, CO 81230",2019,1,Average,,2025,298290,1104800,VIEWS,TYPICAL OR AVERAGE
R001701,FIRST ADDITION (GUNNISON),"621 N IOWA ST, GUNNISON, CO 81230",1900,1,Average,,2025,24800,396800,VIEWS,TYPICAL OR AVERAGE
R001702,FIRST ADDITION (GUNNISON),"624 N MAIN ST, GUNNISON, CO 81230",1957,1,Average,,2025,58050,928840,VIEWS,TYPICAL OR AVERAGE
R001703,FIRST ADDITION (GUNNISON),"600 N MAIN ST, GUNNISON, CO 81230",1971,1,Average,,2025,48180,770840,VIEWS,TYPICAL OR AVERAGE
R001705,FIRST ADDITION (GUNNISON),"607 1/2 N IOWA ST, GUNNISON, CO",1948,1,Average,,2025,54130,866060,VIEWS,TYPICAL OR AVERAGE
R001707,FIRST ADDITION (GUNNISON),"615 N IOWA ST, GUNNISON, CO 81230",1953,1,Below Average,,2025,29130,466140,VIEWS,LIMITED OR BELOW AVERAGE
R001708,FIRST ADDITION (GUNNISON),"608 N IOWA ST, GUNNISON, CO",1947,1,Average,,2025,38210,611260,VIEWS,TYPICAL OR AVERAGE
R001710,FIRST ADDITION (GUNNISON),"601 N TAYLOR ST, GUNNISON, CO 81230",1993,1,Average,,2025,75800,1212790,VIEWS,TYPICAL OR AVERAGE
R001711,FIRST ADDITION (GUNNISON),"605 N TAYLOR ST, GUNNISON, CO 81230",1941,1,Good,,2025,36000,576110,VIEWS,TYPICAL OR AVERAGE
R001714,HAWTHORNE SUBD,"620 N IOWA ST, GUNNISON, CO 81230",1938,1,Average,,2025,36450,583150,VIEWS,TYPICAL OR AVERAGE
R001715,HAWTHORNE SUBD,"618 N IOWA ST, GUNNISON, CO 81230",1947,1,Average,,2025,43340,693520,VIEWS,TYPICAL OR AVERAGE
R001716,FIRST ADDITION (GUNNISON),"620 N TAYLOR ST, GUNNISON, CO 81230",1882,1,Average,,2025,43570,697070,VIEWS,TYPICAL OR AVERAGE
R001720,FIRST ADDITION (GUNNISON),"308 E RUBY AVE, GUNNISON, CO 81230",1948,1,Average,,2025,46210,739360,VIEWS,TYPICAL OR AVERAGE
R001721,FIRST ADDITION (GUNNISON),"314 E RUBY AVE, GUNNISON, CO 81230",2009,1,Average,,2025,44430,710790,VIEWS,TYPICAL OR AVERAGE
R001722,FIRST ADDITION (GUNNISON),"621 N COLORADO ST, GUNNISON, CO 81230",1946,1,Average,,2025,28110,449870,VIEWS,TYPICAL OR AVERAGE
R001723,FIRST ADDITION (GUNNISON),"623 N COLORADO ST, GUNNISON, CO 81230",1926,1,Average,,2025,34120,545950,VIEWS,TYPICAL OR AVERAGE
R001724,FIRST ADDITION (GUNNISON),"629 N COLORADO ST, GUNNISON, CO 81230",1946,1,Average,,2025,30820,493160,VIEWS,TYPICAL OR AVERAGE
R001726,FIRST ADDITION (GUNNISON),"608 N COLORADO ST, GUNNISON, CO 81230",1972,1,Average,,2025,209880,3358030,VIEWS,TYPICAL OR AVERAGE
R001729,FIRST ADDITION (GUNNISON),"518 N COLORADO ST, GUNNISON, CO 81230",1912,1,Average,,2025,29950,479260,VIEWS,TYPICAL OR AVERAGE
R001731,FIRST ADDITION (GUNNISON),"508 N COLORADO ST, GUNNISON, CO 81230",1890,1,Average,,2025,26140,418360,VIEWS,TYPICAL OR AVERAGE
R001732,FIRST ADDITION (GUNNISON),"506 N COLORADO ST, GUNNISON, CO 81230",1934,1,Average,,2025,37640,602270,VIEWS,TYPICAL OR AVERAGE
R001733,FIRST ADDITION (GUNNISON),"500 N COLORADO ST, GUNNISON, CO 81230",1933,1,Average,,2025,35600,569720,VIEWS,TYPICAL OR AVERAGE
R001736,FIRST ADDITION (GUNNISON),"405 E RUBY AVE, GUNNISON, CO",1955,1,Average,,2025,66760,247250,VIEWS,TYPICAL OR AVERAGE
R001737,FIRST ADDITION (GUNNISON),"521 N COLORADO ST, GUNNISON, CO 81230",1915,1,Average,,2025,42910,686620,VIEWS,TYPICAL OR AVERAGE
R001741,FIRST ADDITION (GUNNISON),"310 E GOTHIC AVE, GUNNISON, CO 81230",1886,1,Average,,2025,35430,566830,VIEWS,TYPICAL OR AVERAGE
R001742,FIRST ADDITION (GUNNISON),"501 N COLORADO ST, GUNNISON, CO 81230",1920,1,Average,,2025,48970,783490,VIEWS,TYPICAL OR AVERAGE
R001743,FIRST ADDITION (GUNNISON),"509 N COLORADO ST, GUNNISON, CO 81230",1935,1,Average,,2025,38380,614000,VIEWS,TYPICAL OR AVERAGE
R001745,FIRST ADDITION (GUNNISON),"517 N COLORADO ST, GUNNISON, CO 81230",1915,1,Average,,2025,35040,560650,VIEWS,TYPICAL OR AVERAGE
R001747,FIRST ADDITION (GUNNISON),"520 N IOWA ST, GUNNISON, CO 81230",1963,1,Average,,2025,58690,938930,VIEWS,TYPICAL OR AVERAGE
R001748,FIRST ADDITION (GUNNISON),"516 N IOWA ST, GUNNISON, CO 81230",1950,1,Average,,2025,31230,499670,VIEWS,TYPICAL OR AVERAGE
R001749,FIRST ADDITION (GUNNISON),"514 N IOWA ST, GUNNISON, CO 81230",1948,1,Average,,2025,45540,728670,VIEWS,TYPICAL OR AVERAGE
R001750,FIRST ADDITION (GUNNISON),"222 E GOTHIC AVE, GUNNISON, CO 81230",1948,1,Average,,2025,35470,567520,VIEWS,TYPICAL OR AVERAGE
R001751,FIRST ADDITION (GUNNISON),"511 N TAYLOR ST, GUNNISON, CO 81230",1969,1,Average,,2025,49530,792460,VIEWS,TYPICAL OR AVERAGE
R001753,FIRST ADDITION (GUNNISON),"523 N IOWA ST, GUNNISON, CO 81230",1882,1,Average,,2025,46650,746500,VIEWS,TYPICAL OR AVERAGE
R001754,FIRST ADDITION (GUNNISON),"520 N MAIN ST, GUNNISON, CO 81230",1961,1,Average,,2025,78840,291980,VIEWS,TYPICAL OR AVERAGE
R001755,FIRST ADDITION (GUNNISON),"518 N MAIN ST, GUNNISON, CO 81230",1955,1,Average,,2025,33120,529890,VIEWS,TYPICAL OR AVERAGE
R001756,FIRST ADDITION (GUNNISON),"510 N MAIN ST, GUNNISON, CO 81230",1956,1,Average,,2025,27230,435670,VIEWS,TYPICAL OR AVERAGE
R001758,FIRST ADDITION (GUNNISON),"100 E GOTHIC AVE UNIT 1 - 6, GUNNISON, CO 81230",1959,1,Average,,2025,121070,448390,VIEWS,TYPICAL OR AVERAGE
R001761,FIRST ADDITION (GUNNISON),"515 N IOWA ST, GUNNISON, CO 81230",1882,1,Average,,2025,43570,697020,VIEWS,TYPICAL OR AVERAGE
R001764,FIRST ADDITION (GUNNISON),"416 N MAIN ST, GUNNISON, CO 81230",1939,1,Good,,2025,40230,643720,VIEWS,TYPICAL OR AVERAGE
R001767,FIRST ADDITION (GUNNISON),"407 N IOWA ST, GUNNISON, CO 81230",1971,1,Average,,2025,22740,363850,VIEWS,TYPICAL OR AVERAGE
R001769,FIRST ADDITION (GUNNISON),"421 N TAYLOR ST, GUNNISON, CO 81230",2010,1,Average,,2025,38060,608840,VIEWS,TYPICAL OR AVERAGE
